"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045665","BP","GO:0045665","negative regulation of neuron differentiation","24/1182","217/20408",0.00180677620533028,0.0382520475703216,0.0331015825632782,"TP73/EPHA4/SEMA3F/SPP1/SEMA5A/FSTL4/KIAA0319/EPHA7/SEMA3C/SEMA3A/PTK2/ZNF365/SEMA4G/FUOM/DTX1/LINGO1/RAP1GAP2/EFNB3/NGFR/JAG1/NOTCH3/APOE/RTN4R/INPP5J",24
"GO:0006536","BP","GO:0006536","glutamate metabolic process","8/1182","40/20408",0.00180749392842035,0.0382520475703216,0.0331015825632782,"SLC25A12/SLC7A11/AADAT/GLUD2/ADHFE1/GOT1/AMDHD1/GGT1",8
"GO:0035337","BP","GO:0035337","fatty-acyl-CoA metabolic process","8/1182","40/20408",0.00180749392842035,0.0382520475703216,0.0331015825632782,"ACSL3/SCD5/ACSL1/ELOVL7/ABCD1/DGAT1/SCD/ELOVL3",8
"GO:1990573","BP","GO:1990573","potassium ion import across plasma membrane","8/1182","40/20408",0.00180749392842035,0.0382520475703216,0.0331015825632782,"KCNJ10/ATP1B1/SLC12A7/KCNJ11/ATP12A/ATP1B2/HCN2/ATP1A3",8
"GO:0046879","BP","GO:0046879","hormone secretion","31/1182","306/20408",0.00180798916875182,0.0382520475703216,0.0331015825632782,"ILDR2/PFKFB2/ACVR1C/PTPRN/CACNA2D2/STXBP5L/ADCY5/P2RY1/CPLX1/NKX6-1/SPP1/SLC25A4/BMP6/ICA1/PCLO/SYTL4/RAB11FIP1/RIMS2/NOV/RFX3/JAK2/ADM/KCNJ11/SYT7/UCP2/NMB/BAIAP3/ABAT/NOS2/GIPR/TRPM4",31
"GO:0051648","BP","GO:0051648","vesicle localization","31/1182","306/20408",0.00180798916875182,0.0382520475703216,0.0331015825632782,"KIAA1107/SYT11/MCFD2/KIF5C/COL7A1/STXBP5L/P2RY1/CPLX1/USO1/SNCA/PCLO/SYP/RIMS2/DNM1/SYT13/SYT7/MAP4K2/MYO7A/KIF5A/RAB27A/CHRNA5/SYT17/DOC2A/SLC2A4/LMAN1/UNC13A/RAB3A/PRKCG/SYT5/BRSK1/SYNJ1",31
"GO:0071375","BP","GO:0071375","cellular response to peptide hormone stimulus","31/1182","307/20408",0.00190269991489742,0.0401296709323819,0.0347263924411734,"PIK3R3/GRB14/ADCY5/NKX6-1/ADCY2/GHR/APC/ATP6V0A4/ATP6V1H/CA2/ATP6V0D2/PTK2/JAK2/GKAP1/NR4A3/ASS1/IGF2/PDE3B/ESRRA/TCIRG1/UCP2/GOT1/PCK2/CPEB1/ADCY7/CYBA/SLC2A4/PRKAR1A/PTPN1/GDF15/TGFB1",31
"GO:0046173","BP","GO:0046173","polyol biosynthetic process","10/1182","59/20408",0.001916489496583,0.040279992612035,0.0348564739872905,"P2RY1/SNCA/IMPA1/GOT1/PCK2/SPTLC2/ITPKA/PPIP5K1/SPHK1/ISYNA1",10
"GO:0016358","BP","GO:0016358","dendrite development","24/1182","218/20408",0.00192180107438514,0.040279992612035,0.0348564739872905,"EPHA4/PDLIM5/CTNND2/MAP1B/FSTL4/KIAA0319/ADGRB3/SEMA3A/PPP1R9A/CDKL5/ARC/VLDLR/GRIN1/SHANK2/PRKG1/ZNF365/CPEB3/SLITRK5/ITPKA/DLG4/SRCIN1/SS18L1/APOE/SHANK1",24
"GO:0051592","BP","GO:0051592","response to calcium ion","18/1182","146/20408",0.00197743877789821,0.0413174164524818,0.0357542134048871,"PRKAA2/S100A16/SYT11/KCNH1/SLC25A12/CPNE9/SCN5A/TRPC3/DUSP1/STIM1/SYT13/SYT7/RASGRP2/RASAL1/SYT17/RYR1/GIPR/SYT5",18
"GO:0022900","BP","GO:0022900","electron transport chain","21/1182","182/20408",0.00202352950751459,0.0421145828896821,0.0364440449907428,"SLC25A12/NDUFB3/NDUFS1/UQCRC1/PPARGC1A/SNCA/ETFDH/GSR/UQCRB/COX6C/NDUFB9/CYC1/AIFM2/GPD1/ALDH2/C15orf48/CYBA/COX10/ME2/NDUFA3/ND1",21
"GO:0032528","BP","GO:0032528","microvillus organization","6/1182","24/20408",0.00203436971449862,0.0421145828896821,0.0364440449907428,"RAP1GAP/VIL1/PLS1/PLD1/STK26/SLC9A3R1",6
"GO:0034110","BP","GO:0034110","regulation of homotypic cell-cell adhesion","6/1182","24/20408",0.00203436971449862,0.0421145828896821,0.0364440449907428,"ZNF703/SYK/PRKG1/ANK3/ABAT/CCM2L",6
"GO:0030834","BP","GO:0030834","regulation of actin filament depolymerization","9/1182","50/20408",0.0020732100531525,0.0426561383413151,0.0369126824528778,"PLEKHH2/ADD2/VIL1/SEMA5A/F2RL1/SCIN/SWAP70/SPTB/SPTBN4",9
"GO:0032934","MF","GO:0032934","sterol binding","9/1182","50/20408",0.0020732100531525,0.0426561383413151,0.0369126824528778,"OSBPL10/SYP/PMP2/ABCA1/NR1H3/RORA/STARD5/APOE/SULT2B1",9
"GO:0071241","BP","GO:0071241","cellular response to inorganic substance","23/1182","207/20408",0.00209486388928512,0.042970256850946,0.0371845063274582,"PRKAA2/SYT11/KCNH1/SLC40A1/CPNE9/SCN5A/PPARGC1A/SNCA/BMP6/SYT13/SYT7/RASGRP2/ANK3/RASAL1/LIG4/SYT17/ADCY7/MT1F/CDH1/SERPINF1/DLG4/RYR1/SYT5",23
"GO:0071277","BP","GO:0071277","cellular response to calcium ion","12/1182","80/20408",0.00210533136666569,0.0430537064891391,0.0372567198497134,"PRKAA2/SYT11/KCNH1/CPNE9/SCN5A/SYT13/SYT7/RASGRP2/RASAL1/SYT17/RYR1/SYT5",12
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","24/1182","220/20408",0.00217068984562562,0.0442557614586944,0.0382969235603039,"EPHA4/CAMKV/SEMA3F/ROBO2/SNCA/PDLIM5/SLC7A11/ADGRB3/EPHA7/PPP1R9A/CDKL5/PTK2/ADGRB1/ARC/DNM1/NTNG2/GRIN1/SLIT1/CLSTN3/GRIN2B/SLITRK5/ITPKA/SRCIN1/APOE",24
"GO:0032272","BP","GO:0032272","negative regulation of protein polymerization","11/1182","70/20408",0.00218080560689763,0.0443276740882394,0.038359153479888,"ADD2/VIL1/SNCA/SCIN/ARFGEF1/SPTB/FHOD3/TUBB4A/CLIP3/SPTBN4/INPP5J",11
"GO:0005005","MF","GO:0005005","transmembrane-ephrin receptor activity","5/1182","17/20408",0.00222593827010876,0.0448386607224304,0.0388013380774395,"EPHA10/EPHA4/EPHA7/EPHB6/EFNB3",5
"GO:0006883","BP","GO:0006883","cellular sodium ion homeostasis","5/1182","17/20408",0.00222593827010876,0.0448386607224304,0.0388013380774395,"ATP1B1/SLC8A1/ATP12A/ATP1B2/ATP1A3",5
"GO:0031489","MF","GO:0031489","myosin V binding","5/1182","17/20408",0.00222593827010876,0.0448386607224304,0.0388013380774395,"RAB3B/RAB6B/RAB39B/RAB27A/RAB3A",5
"GO:0043434","BP","GO:0043434","response to peptide hormone","39/1182","417/20408",0.00223495122089584,0.0448858263110067,0.0388421530330712,"PIK3R3/SORT1/ACVR1C/GRB14/PTPRN/ADCY5/NKX6-1/ADCY2/GHR/APC/ATP6V0A4/PHEX/NEFL/ATP6V1H/CA2/ATP6V0D2/PTK2/CYC1/JAK2/GKAP1/NR4A3/ASS1/IGF2/ADM/PDE3B/ESRRA/TCIRG1/UCP2/GOT1/PCK2/CPEB1/ADCY7/HSD11B2/CYBA/SLC2A4/PRKAR1A/PTPN1/GDF15/TGFB1",39
"GO:0014065","BP","GO:0014065","phosphatidylinositol 3-kinase signaling","17/1182","136/20408",0.00224403362985507,0.0449341019692409,0.0388839285925075,"TGFB2/ERBB4/PDGFC/F2RL1/NYAP1/PTK2/JAK2/PRR5L/PDGFD/CBL/PIP4K2A/UNC5B/PIK3AP1/DCN/PIK3R5/SLC9A3R1/PPP1R16B",17
"GO:0051047","BP","GO:0051047","positive regulation of secretion","38/1182","404/20408",0.0022886499625165,0.0456915042961751,0.0395393501254998,"PFKFB2/TGFB2/IFIH1/HSPD1/CDK5R2/ACSL3/P2RY1/NKX6-1/SPP1/SNCA/VEGFC/F2RL1/BMP6/SCIN/CRLF2/SYTL4/JAK2/CD274/SYK/TRIM6/APBB1/SYT7/EXPH5/ANG/RAB27A/NMB/BAIAP3/ABAT/CYBA/RPH3AL/ALOX12B/UNC13D/MBP/UNC13A/RAB3A/TGFB1/GIPR/TRPM4",38
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","21/1182","184/20408",0.00231341016580838,0.0460491822353809,0.0398488683496921,"TGFB2/SEMA3F/HYAL1/DCBLD2/MSX1/SPP1/SEMA5A/FSTL4/EPHA7/SEMA3C/SEMA3A/SOX17/NOV/APBB1/WT1/SIPA1/SEMA4G/RERG/WFDC1/TGFB1/RTN4R",21
"GO:1903034","BP","GO:1903034","regulation of response to wounding","19/1182","160/20408",0.00232933338019521,0.0461127458553569,0.0399038734160427,"PLPP3/TFPI/VIL1/EPHA4/TEC/HPSE/SPP1/F2RL1/ENPP4/TNFAIP3/ARFGEF1/EPPK1/SYK/PRKG1/ABAT/WFDC1/TBXA2R/APOE/RTN4R",19
"GO:0050796","BP","GO:0050796","regulation of insulin secretion","20/1182","172/20408",0.00233174575782386,0.0461127458553569,0.0399038734160427,"PFKFB2/ACVR1C/CACNA2D2/STXBP5L/ADCY5/NKX6-1/SLC25A4/ICA1/SYTL4/NOV/RFX3/JAK2/KCNJ11/SYT7/UCP2/BAIAP3/ABAT/NOS2/GIPR/TRPM4",20
"GO:0010565","BP","GO:0010565","regulation of cellular ketone metabolic process","16/1182","125/20408",0.00233739438358559,0.0461127458553569,0.0399038734160427,"PRKAA2/ATP2B4/ODC1/PPARGC1A/SNCA/SLC7A11/FGFR4/BMP6/MLXIPL/ABCD1/FABP5/NR4A3/NR1H3/FGF19/PLIN5/APOC1",16
"GO:0019199","MF","GO:0019199","transmembrane receptor protein kinase activity","12/1182","81/20408",0.00234401888860464,0.0461127458553569,0.0399038734160427,"EPHA10/MERTK/ACVR1C/ERBB4/EPHA4/FGFR4/FLT4/EPHA7/MET/EPHB6/PDGFRL/EFNB3",12
"GO:0035384","BP","GO:0035384","thioester biosynthetic process","9/1182","51/20408",0.00239044362130575,0.0467169894702902,0.0404267583641302,"ACSL3/SCD5/SNCA/ACSL1/ELOVL7/PDHA1/DLAT/SCD/ELOVL3",9
"GO:0071616","BP","GO:0071616","acyl-CoA biosynthetic process","9/1182","51/20408",0.00239044362130575,0.0467169894702902,0.0404267583641302,"ACSL3/SCD5/SNCA/ACSL1/ELOVL7/PDHA1/DLAT/SCD/ELOVL3",9
"GO:0046683","BP","GO:0046683","response to organophosphorus","17/1182","137/20408",0.00242715221945107,0.0467169894702902,0.0404267583641302,"SLC8A1/HSPD1/PTPRN/P2RY1/TRPC3/HCN1/DUSP1/ASS1/KCNQ1/KCNJ11/WT1/PDE2A/PDE3A/GPD1/CIB2/HCN2/TRPM4",17
"GO:0005251","MF","GO:0005251","delayed rectifier potassium channel activity","7/1182","33/20408",0.00243028334045802,0.0467169894702902,0.0404267583641302,"KCNH1/KCNE4/KCNH2/KCNQ3/KCNQ1/KCNG4/KCNQ2",7
"GO:0019934","BP","GO:0019934","cGMP-mediated signaling","7/1182","33/20408",0.00243028334045802,0.0467169894702902,0.0404267583641302,"PDE11A/PDE2A/PRKG1/PDE3A/PRKAR1A/APOE/PDE9A",7
"GO:0033198","BP","GO:0033198","response to ATP","7/1182","33/20408",0.00243028334045802,0.0467169894702902,0.0404267583641302,"SLC8A1/HSPD1/P2RY1/TRPC3/KCNJ11/CIB2/TRPM4",7
"GO:0097009","BP","GO:0097009","energy homeostasis","7/1182","33/20408",0.00243028334045802,0.0467169894702902,0.0404267583641302,"PRKAA2/PPARGC1A/MLXIPL/NR4A3/PRCP/METRNL/MEX3C",7
"GO:0097484","BP","GO:0097484","dendrite extension","7/1182","33/20408",0.00243028334045802,0.0467169894702902,0.0404267583641302,"CPNE9/CYFIP2/RIMS2/RASAL1/SYT17/UNC13A/CACNG7",7
"GO:0042734","CC","GO:0042734","presynaptic membrane","19/1182","161/20408",0.00250134134140419,0.0478591880232983,0.0414151650536428,"KIAA1107/SYT11/ATP2B4/KCNH1/ADAM23/ERBB4/EPHA4/P2RY1/SYP/RIMS2/DNM1/NTNG2/APBB1/SYT7/PDE2A/GRIK4/CNTN1/EFNB3/UNC13A",19
"GO:0009187","BP","GO:0009187","cyclic nucleotide metabolic process","8/1182","42/20408",0.00250392898100491,0.0478591880232983,0.0414151650536428,"ADCY5/ADCY2/ADM/PDE2A/RORA/ADCY7/PDE4C/PDE9A",8
"GO:0098858","CC","GO:0098858","actin-based cell projection","22/1182","198/20408",0.00258635733590648,0.0492946519999398,0.0426573503053488,"NFASC/VIL1/EPHA4/MYO10/ADGRV1/PPP1R9A/NPTX2/KIF13B/CA2/APBB1/MYO7A/MYO3A/AQP5/KITLG/CIB2/HOMER2/MYO15A/SRCIN1/ITGB3/SLC9A3R1/TGFB1/TTYH1",22
"GO:0048864","BP","GO:0048864","stem cell development","12/1182","82/20408",0.00260431693376664,0.0494967353965592,0.0428322240876101,"PTPRC/ERBB4/SEMA3F/SEMA5A/SEMA3C/SEMA3A/RDH10/SEMA4G/KITLG/JAG1/OVOL2/NRTN",12
"GO:0003014","BP","GO:0003014","renal system process","15/1182","115/20408",0.00262246370819847,0.0495636106008486,0.0428900948484407,"ADCY5/WFS1/ADCY2/F2RL1/KLHL3/HAS2/KCNQ1/ADM/GAS6/ADCY7/HSD11B2/CYBA/PRKAR1A/SLC9A3R1/PKN1",15
"GO:0044306","CC","GO:0044306","neuron projection terminus","17/1182","138/20408",0.00262256916972386,0.0495636106008486,0.0428900948484407,"KIAA1107/SYT11/AAK1/PTPRN/EPHA4/CPLX1/SNCA/SYP/OPHN1/GRIN1/SYT7/GOT1/DLG4/UNC13A/RAB3A/PRKCG/SYNJ1",17
"GO:0005391","MF","GO:0005391","sodium:potassium-exchanging ATPase activity","4/1182","11/20408",0.00265970948747792,0.0495693225256273,0.0428950376884105,"ATP1B1/ATP12A/ATP1B2/ATP1A3",4
"GO:0006107","BP","GO:0006107","oxaloacetate metabolic process","4/1182","11/20408",0.00265970948747792,0.0495693225256273,0.0428950376884105,"MDH1/MDH1B/GHR/GOT1",4
"GO:0006531","BP","GO:0006531","aspartate metabolic process","4/1182","11/20408",0.00265970948747792,0.0495693225256273,0.0428950376884105,"NMNAT2/NMNAT3/ASS1/GOT1",4
"GO:0006600","BP","GO:0006600","creatine metabolic process","4/1182","11/20408",0.00265970948747792,0.0495693225256273,0.0428950376884105,"GHR/CKB/CKMT1B/CKMT1A",4
"GO:0008556","MF","GO:0008556","potassium-transporting ATPase activity","4/1182","11/20408",0.00265970948747792,0.0495693225256273,0.0428950376884105,"ATP1B1/ATP12A/ATP1B2/ATP1A3",4
"GO:0017158","BP","GO:0017158","regulation of calcium ion-dependent exocytosis","14/1182","104/20408",0.00267228439350375,0.0496661033135172,0.0429787873814168,"CDK5R2/STXBP5L/P2RY1/CPLX1/SYP/RIMS2/SYT7/CHRNA5/BAIAP3/DOC2A/RPH3AL/RAB3A/PRKCG/SYT5",14
